suite,run_id,model,track,source,metric,estimate,bootstrap_mean,ci_low,ci_high,confidence,n_tasks,n_bootstrap
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,brier,0.32389461382113827,0.323940093495935,0.29601535060975603,0.3521464176829268,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,ece,0.24413617886178862,0.2455012804878049,0.20236509146341466,0.2907337398373984,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,success_at_max_budget,0.5121951219512195,0.5120548780487805,0.4390243902439024,0.5792682926829269,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,censoring_rate,0.4634146341463415,0.46366463414634146,0.39634146341463417,0.5365853658536586,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,solved_only_log_ttg_error,1.5011753342556566,1.5023045801541761,1.390794736255985,1.6096567453242683,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,signed_log_budget_error_mean,1.4224086091920265,1.423617219196179,1.2768389470651664,1.557748848915541,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,absolute_log_budget_error_mean,1.5011753342556566,1.5023045801541761,1.390794736255985,1.6096567453242683,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,censored_lower_bound_error,1.486618295148304,1.4861608351375208,1.4344295819921093,1.5422585783935947,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,max_budget_failure_rate,0.4878048780487805,0.4879451219512196,0.42073170731707316,0.5609756097560976,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,underbudget_rate,0.022727272727272728,0.022866059228706832,0.0,0.05619573544433094,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,overbudget_rate,0.9431818181818182,0.9437773609538992,0.8953335373317014,0.9880952380952381,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,underbudget_shortfall_factor_mean,6.0,5.95151964011411,4.0,8.0,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,overbudget_waste_factor_mean,5.132530120481928,5.132798777822674,4.682926829268292,5.590457482102322,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,regret,0.024390243902439025,0.02428048780487805,0.006097560975609756,0.04878048780487805,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,normalized_regret,0.024390243902439025,0.02428048780487805,0.006097560975609756,0.04878048780487805,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,forecast_monotonicity_violation_rate,0.0,0.0,0.0,0.0,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,outcome_nonmonotonicity_rate,0.06097560975609756,0.059658536585365865,0.030335365853658675,0.0977134146341462,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,task_budget_ranking_accuracy,0.5525530008957897,0.5550371179046343,0.5028625077745732,0.6085557088673925,0.95,164,1000
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,all,all,truncation_rate,0.10660980810234541,0.10623024902344227,0.08984212997048276,0.125,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,brier,0.2039056910569106,0.20428428851626018,0.18796160823170732,0.22056302083333332,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,ece,0.19461382113821143,0.19608633130081304,0.17011305894308945,0.221396087398374,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,success_at_max_budget,0.8536585365853658,0.8529024390243902,0.7987804878048781,0.9024390243902439,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,censoring_rate,0.08536585365853659,0.08596951219512196,0.042682926829268296,0.13414634146341464,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,solved_only_log_ttg_error,0.905712315931662,0.9054448530041308,0.8253923663246718,0.9816088460759055,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,signed_log_budget_error_mean,0.8132926918570026,0.8154023904456013,0.7164071530619571,0.9133056802118035,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,absolute_log_budget_error_mean,0.905712315931662,0.9054448530041308,0.8253923663246718,0.9816088460759055,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,censored_lower_bound_error,1.88139949009128,1.8823684237257385,1.6943597747020887,2.043872146887943,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,max_budget_failure_rate,0.14634146341463414,0.14709756097560972,0.0975609756097561,0.20121951219512196,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,underbudget_rate,0.05333333333333334,0.051843742351203786,0.019867549668874173,0.08845051719317863,0.95,164,1000
